content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.	0	negative	0	0	0	0	0	0	-6.624999999999999	0.687	0	0.328216552734375	0	-0.01953125	neutral	1	1	0	-2	-5.905	neutral	0	0	1.209	0	0	1
Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/XVcch6Os #PampersHelloApps&quot;	0	positive	0	0	0	1	0	4	-1.755	3.241	0	0.1826362358260667	1	-0.21240234375	positive	0	0	1	-1	-0.944	neutral	0	0	2.9179999999999997	0	0	2
@apple expanded the app store to more than 20 new countries in the december quarter	0	neutral	0	0	0	0	1	0	-3.8109999999999995	2.0909999999999997	0	0.0760345458984375	0	0.0	neutral	0	0	1	-1	-1.2590000000000001	neutral	0	0	1.6019999999999999	0	0	1
RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s	0	negative	0	1	1	0	0	0	-3.4299999999999997	1.7029999999999998	-2	0.376953125	0	-0.357421875	positive	1	1	0	-2	-2.3890000000000002	negative	0	1	1.4129999999999998	0	0	1
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s	0	negative	0	1	1	0	0	0	-3.4299999999999997	1.09	-2	0.376953125	0	-0.357421875	positive	1	1	0	-2	-2.3890000000000002	negative	0	1	1.375	0	0	1
@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.	0	neutral	1	0	0	0	0	0	-3.165	0.978	0	0.0040283203125	0	-0.2680091857910156	neutral	0	0	0	-1	-2.032	neutral	0	0	1.436	0	0	1
The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss	0	negative	1	1	1	0	0	0	-4.236	3.2219999999999995	-4	0.2635383605957031	0	-0.9077739715576172	negative	1	1	2	-2	-8.232000000000001	negative	0	0	2.939	0	1	2
@Apple will be adding more carrier support to the iPhone 4S (just announced)	0	positive	3	0	0	1	0	2	-2.048	1.5999999999999999	0	0.3402099609375	0	0.0	neutral	0	0	0	-1	-1.869	positive	0	0	1.288	0	0	2
Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?	1	neutral	1	0	0	0	0	0	-3.624	4.077999999999999	0	0.328857421875	1	-0.0625	neutral	0	0	1	-1	-0.231	neutral	0	0	2.217	0	0	1
Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY	1	positive	3	0	0	3	1	6	-5.009	6.859	0	0.773193359375	3	-0.421875	positive	0	0	4	-1	-1.5230000000000001	positive	0	0	6.2	1	0	3
Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE	1	negative	1	1	1	1	1	3	-4.316	4.038	-3	1.1790792364627123	1	-0.2861785888671875	neutral	1	1	1	-2	-2.1599999999999997	neutral	1	1	1.716	1	1	2
Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple	1	negative	2	2	1	0	1	3	-6.843	1.425	-4	0.5	1	-1.3659086227416992	negative	1	1	2	-2	-5.247000000000001	negative	1	1	2.814	0	0	1
Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple	0	negative	1	2	2	1	0	2	-7.518	3.7329999999999997	-4	0.75	0	-0.5	neutral	2	2	1	-2	-3.7560000000000002	neutral	2	1	0.9820000000000001	0	1	2
@RIM you made it too easy for me to switch to @Apple iPhone. See ya!	0	positive	1	0	1	1	0	1	-3.2550000000000003	3.2399999999999998	0	0.23683226108551025	0	-0.0625	positive	0	0	0	-1	-1.959	positive	0	0	0.7319999999999999	0	0	2
I just realized that the reason I got into twitter was ios5 thanks @apple	0	positive	2	0	0	0	0	2	-3.182	2.281	0	0.352783203125	0	-0.0625	neutral	0	0	1	-1	-2.316	positive	0	0	1.181	0	0	2
I'm a current @Blackberry user little bit disappointed with it! Should I move to @Android or @Apple @iphone	0	negative	0	1	2	0	0	0	-7.107999999999999	1.7380000000000002	-2	0.004149436950683594	0	-1.00927734375	neutral	1	1	0	-2	-8.573	positive	1	1	1.095	0	0	2
People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???	0	positive	0	0	0	0	1	0	-6.119	2.907	0	0.15625000371437636	0	-0.4369192123413086	negative	0	0	1	-1	-1.6969999999999998	neutral	0	0	2.7570000000000006	0	0	2
@paulens It surprises me that @Apple throws up an error alert about authorizing and there's no &quot;Authorize this computer&quot; button.	0	neutral	0	1	1	0	0	0	-5.225999999999999	1.2149999999999999	-4	0.0693359375	0	-0.341796875	negative	1	1	0	-1	-3.0029999999999997	negative	0	0	1.189	0	0	1
@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!	0	negative	0	1	1	0	0	2	-3.8029999999999995	3.6579999999999995	-3	0.0	0	-0.3046875	positive	1	1	0	-3	-0.845	negative	1	1	0.923	0	1	3
@Apple Would much rather get outta this having a ( see pic ) and have fun with this &quot; Have your friends choose music&quot; http://t.co/7IiHbr4J	0	positive	2	0	0	1	1	4	-4.172000000000001	3.3400000000000003	0	0.28870070072298404	1	-0.5301570892333984	positive	0	0	1	-1	-1.8630000000000002	neutral	0	0	1.4479999999999997	0	0	2
FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.	0	negative	0	3	0	0	0	0	-3.2250000000000005	0.994	-11	0.06201171875	0	-0.6490478515625	neutral	1	3	0	-3	-2.815	negative	0	2	2.207	0	2	1
Oh @apple. Steve obviously had nothing to do with iPhoto as it's the perfect opposite of 'insanely great'. Get it fixed please.	0	positive	3	0	1	2	1	7	-4.544	3.71	0	0.8223304757702863	1	-0.5390281677246094	neutral	0	0	1	-1	-1.8810000000000002	negative	0	0	4.46	2	0	3
OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS	0	negative	0	1	0	0	0	0	-6.096	2.1270000000000002	-4	0.453125	1	-0.0625	negative	1	0	1	-3	-3.93	negative	0	0	1.549	0	0	2
RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon	0	negative	1	0	1	1	0	3	-9.867999999999999	2.232	-2	0.09765625	0	-0.015625	positive	0	1	0	-3	-0.879	neutral	0	0	2.7039999999999997	0	1	3
@ryanbaldwin @apple So in iTunes I go Store -&gt; Authoriseâ€¦ why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...	0	positive	1	0	0	0	1	0	-5.537999999999999	0.032	0	0.17370635086263064	0	-0.0625	negative	0	0	1	-1	-5.909999999999999	negative	0	0	1.1019999999999999	0	0	2
Seriously - I have absolutely no offing clue what @Apple means by &quot;authorization&quot; nor how to do it.	0	neutral	0	0	1	0	1	0	-5.786999999999999	2.991	-1	0.5	0	-0.6791067123413086	neutral	0	1	0	-1	-3.31	negative	0	0	1.105	0	0	1
Boy could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? &quot;You must authorize this computerâ€¦&quot;	0	neutral	1	1	1	0	0	0	-3.571999999999999	2.522	0	0.6773681939093881	1	-0.0582275390625	positive	1	1	1	-1	-3.368	negative	1	0	5.824000000000001	1	0	1
@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker	0	neutral	0	1	1	0	0	0	-6.175000000000001	1.336	0	0.001526474952697754	0	-0.5	neutral	0	0	0	-1	-1.719	neutral	0	0	1.911	0	0	1
@leg3nd @apple the new iPhone?	0	neutral	0	0	0	0	0	0	-1.3539999999999999	0.6799999999999999	0	0.0758056640625	0	0.0	neutral	0	0	0	-1	-0.982	neutral	0	0	0.8250000000000001	0	0	1
shit shit shit. IOS5 update ate all my apps data and media just like @apple said it would. This is going to take some time to rebuild.	0	negative	2	3	0	1	1	2	-7.425999999999999	1.157	-12	1.0078134536724406	0	-0.6884765625	negative	0	3	0	-2	-7.088	negative	3	3	1.161	0	0	1
If you've been struggling to get hold of me I'm back online with a new iPhone - thanks @apple	0	negative	1	1	0	0	0	2	-5.158	4.41	-2	0.4740658980015269	0	-0.34375	positive	0	0	0	-2	-4.1530000000000005	neutral	0	0	2.271	0	0	2
Hey @Apple pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said your hold music is crap.	0	negative	2	2	1	2	3	5	-4.89	9.412	-3	1.5831319084688857	2	-0.421432476490736	positive	1	1	3	-3	-2.598	neutral	1	0	6.713000000000001	1	0	3
. @apple &amp; @AT&amp;T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!	1	positive	0	2	2	0	0	0	-5.414000000000001	4.111	-4	0.2802734375	0	-0.2116316620902908	negative	0	0	0	-1	-3.6839999999999997	negative	0	0	3.6160000000000014	0	0	2
Amazing story of @dropbox and @apple http://t.co/r4oDCwvY	0	positive	1	0	0	1	0	4	-1.359	1.553	0	0.5	0	-0.09375	positive	0	0	0	-1	-0.461	neutral	0	0	2.574	0	0	3
Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance	0	positive	1	0	0	1	0	3	-2.6199999999999997	1.679	0	0.602294921875	1	-0.25390625	neutral	0	0	1	-1	-1.5860000000000003	negative	0	0	2.66	0	0	3
Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon	0	negative	1	0	1	1	0	3	-9.867999999999999	1.619	-2	0.09765625	0	-0.015625	positive	0	1	0	-3	-0.879	neutral	0	0	2.6660000000000004	0	1	3
Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity	0	negative	1	2	1	0	0	2	-5.794	1.7590000000000001	-6	0.5054931640625	0	-0.15625	neutral	1	2	2	-4	-4.69	negative	1	1	1.9639999999999997	0	2	2
I am so done with @Att and @apple 's profitering and lack of customer service so fucking down with both!!!	0	positive	0	2	2	0	0	0	-5.5889999999999995	2.614	-6	0.1374220997095108	0	-0.125	neutral	0	1	1	-1	-3.7729999999999997	negative	0	0	2.7800000000000007	0	0	3
It would be great If @Apple would send my new phone. #frustrated	0	negative	1	1	1	1	0	3	-3.834	2.553	-2	0.267333984375	0	-0.65625	neutral	0	1	0	-3	-3.2089999999999996	negative	0	1	2.553	0	0	3
@Jake_Gyllenhaal So you've made up with @Apple?	0	neutral	0	0	0	0	0	0	-1.6869999999999998	1.313	0	0.1787109375	0	0.0	positive	0	0	0	-1	-0.385	neutral	0	0	0.81	0	0	1
@Apple has a pic of Steve Jobs on their home page. #Honor	0	neutral	1	0	0	1	0	2	-3.074	2.033	0	0.3515625	0	-0.0625	neutral	0	0	1	-1	-1.5030000000000001	neutral	0	0	2.1630000000000003	1	0	1
The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace	0	positive	3	1	1	2	1	5	-4.625999999999999	4.984999999999999	0	0.42919921875	1	-0.158203125	positive	0	0	2	-1	-2.056	positive	0	0	1.748	0	0	4
Great up close &amp; personal event @Apple tonight in Regent St store!	0	positive	1	0	1	1	1	3	-1.626	2.763	0	0.30835101820048294	0	-0.125	neutral	0	0	2	-1	-1.735	positive	0	0	4.01	2	0	3
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.	0	negative	2	4	2	1	0	2	-6.581999999999999	3.9810000000000008	-8	0.672607421875	0	-1.0732421875	neutral	0	2	0	-3	-8.614	negative	1	1	2.433	0	0	2
@Apple to shut stores!!! C'mon Only Wednesday for @SteveJobs memorial.	0	positive	0	0	0	0	0	0	-2.737	1.874	0	0.1875	0	-0.03125	neutral	0	0	0	-1	-1.409	neutral	0	0	1.235	0	0	2
@rogerweir no but I have the option of a  replacement iPhone 4s ?Not sure if I want one after having 2 duff iPhones.@O2 @iphone4s @apple	0	neutral	2	0	0	0	0	1	-5.8599999999999985	1.553	-1	0.221595703125	0	-1.4306058883666992	neutral	0	0	1	-1	-7.179	negative	0	0	0.945	0	0	1
@Motorola is the Best Android-powered company that is going against @Apple.	0	positive	1	0	1	1	0	3	-2.089	0.998	0	0.13671875	0	-0.1875	positive	0	0	0	-1	-0.674	neutral	0	0	1.444	0	0	2
@apple #readyfor5.0.1 http://t.co/M2FqakYr	0	neutral	0	0	0	0	0	0	-1.313	0.0	0	0.0	0	0.0	neutral	0	0	0	-1	0.0	neutral	0	0	0.0	0	0	1
From which companies do you experience the best customer service aside from @zappos and @apple?	0	positive	1	0	0	1	0	3	-3.763	4.167	0	0.13671875	0	-0.24215316772460938	neutral	0	0	1	-1	-0.6880000000000001	positive	0	0	2.544	0	0	2
So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?	0	neutral	0	0	0	0	1	0	-4.739999999999999	3.551	0	0.5640869140625	0	-0.009765625	neutral	0	0	1	-1	-3.4160000000000004	negative	0	0	3.4989999999999997	1	0	1
You know @apple It's been almost a week since I paid for iTunes Match I would really like to use it. Any ETA on a fix?	0	positive	1	0	0	1	0	2	-7.044	1.4059999999999997	0	1.3277301788330078	0	-0.18865966796875	neutral	0	0	0	-1	-5.017999999999999	negative	0	0	1.126	0	0	3
This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.	0	neutral	0	0	0	0	0	1	-3.8270000000000004	3.221	0	0.4060579538345337	0	-0.16351604461669922	neutral	0	0	1	-1	-3.821999999999999	neutral	0	0	2.914	0	0	1
Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw	0	neutral	1	0	0	1	0	1	-4.104	3.464	0	0.13163328262453433	0	-0.26171875	neutral	0	0	0	-1	-1.772	neutral	0	0	3.1870000000000003	1	0	1
The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw	0	neutral	1	0	0	2	1	1	-2.892	2.6910000000000003	0	0.18039655685424805	0	-0.25390625	neutral	0	0	1	-1	-1.9580000000000002	neutral	0	0	2.471	1	0	1
#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps	0	positive	0	0	0	1	0	4	-1.755	3.241	0	0.1826362358260667	1	-0.21240234375	positive	0	0	1	-1	-0.944	neutral	0	0	2.9179999999999997	0	0	2
Just apply for a job at @Apple hope they call me lol	1	positive	2	0	0	0	1	5	-4.212	1.283	0	0.367431640625	1	-0.25677728932259924	neutral	0	0	2	-1	-0.776	positive	0	0	0.43700000000000006	1	0	3
RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol	1	negative	1	2	1	1	1	7	-8.480999999999998	6.970999999999998	-1	0.0386962890625	1	-0.4565305709838867	neutral	1	1	1	-3	-4.87	positive	1	1	3.656	0	2	3
Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol	1	negative	1	2	1	1	1	7	-8.480999999999998	6.357999999999999	-1	0.0386962890625	1	-0.4565305709838867	neutral	1	1	1	-3	-4.87	positive	1	1	3.6180000000000008	0	2	3
@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy	0	positive	1	0	0	1	1	2	-1.92	4.346	0	0.328125	1	0.0	neutral	0	0	1	-1	-0.7749999999999999	neutral	0	0	2.5650000000000004	0	0	3
removing all @apple shit.	0	negative	0	1	0	0	0	0	-2.11	0.013	-4	0.34375	0	-0.1669921875	neutral	0	1	0	-2	-1.397	negative	1	1	0.252	0	0	1
macbreak weekly @TWiT via @apple airplay in full HD on the 42&quot;. finally! @leolaporte @Ihnatko @alexlindsay	1	positive	0	0	0	0	1	0	-1.696	3.4799999999999995	0	0.03515625	1	-0.1875	positive	0	0	2	-1	-0.8540000000000001	neutral	1	0	2.9270000000000005	1	0	2
So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple	0	neutral	0	1	1	0	1	0	-2.223	0.625	-1	0.068603515625	0	-0.3081396222114563	neutral	0	0	1	-1	-2.7859999999999996	negative	0	0	0.801	0	0	1
RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!	0	positive	2	0	0	1	0	6	-5.396	4.875	0	0.735107421875	0	-0.3575706481933594	positive	0	0	0	-1	-1.327	positive	0	0	0.394	0	0	3
Stay young stay foolish. But take ownership when u f*ck up don't complain and never give up. #resilience @apple	1	negative	0	2	2	0	1	0	-7.951	1.224	-4	0.5166788101177531	1	-0.766017800351392	neutral	1	2	2	-2	-3.3380000000000005	neutral	0	1	1.0810000000000002	0	0	1
Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple	0	positive	3	0	0	3	0	10	-1.313	6.353999999999999	0	0.3247261047363281	0	0.0	neutral	0	0	0	-1	-0.5760000000000001	positive	0	0	7.840000000000001	0	0	4
Dear @motorola I smell a lawsuit coming your way. cc: @apple #motoactv	1	positive	1	1	0	0	1	2	-7.42	1.092	-2	0.4384765625	0	-0.203125	neutral	1	2	1	-1	-1.4660000000000002	neutral	2	2	0.898	0	1	2
What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.	0	negative	1	1	0	1	0	2	-3.838	3.724	-3	0.839385986328125	0	-0.03515625	negative	0	1	1	-2	-6.677	negative	0	1	2.186	0	0	2
Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!	0	positive	2	0	0	1	0	6	-5.396	4.2620000000000005	0	0.735107421875	0	-0.3575706481933594	positive	0	0	0	-1	-1.327	positive	0	0	0.356	0	0	3
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em	0	neutral	1	0	0	0	0	1	-6.353999999999998	3.3660000000000005	-5	0.6015625	0	-0.45459121465682983	neutral	0	1	0	-1	-4.3180000000000005	negative	0	1	4.2410000000000005	0	1	1
Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise	0	negative	3	4	3	1	0	0	-8.988	3.34	-6	0.68365478515625	0	-0.6565425097942352	negative	2	3	1	-5	-7.6419999999999995	negative	2	1	5.043	0	1	1
RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone http://t.co/qmPLbZxx	0	neutral	1	0	0	0	2	0	-3.408	2.033	0	0.5788574255893764	0	-0.171875	neutral	0	1	1	-1	-3.234	neutral	0	0	2.079	0	0	1
ä½ å¥½ ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones &amp; their uber useful flashcard apps  î”–î”“	1	positive	2	0	0	1	0	2	-4.186999999999999	3.607	0	0.2000732421875	0	-0.03125	neutral	0	0	2	-1	-2.9090000000000003	positive	0	0	4.13	1	0	2
@bisquiat @Apple the upgrade just slows down my phone so much it's stuck half the time. uch. thankfully no other damage. sucks for you :(	0	negative	3	3	2	0	1	0	-5.937	1.678	-9	0.7820754200220108	0	-1.28515625	negative	1	1	0	-2	-9.342	negative	1	1	3.2119999999999997	0	0	2
@apple Or @Microsoft Buying Out @RIM ?	0	neutral	0	0	0	0	0	0	-3.7409999999999997	0.44699999999999995	0	0.0	0	-0.002384185791015625	positive	0	0	0	-1	-0.078	neutral	0	0	0.034	0	0	1
@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.	0	positive	3	0	0	1	0	0	-5.399	3.0919999999999996	0	1.3603506088256836	0	-0.5107345581054688	negative	0	0	1	-1	-3.5560000000000005	negative	0	0	2.731	0	0	2
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat	0	positive	0	0	0	0	0	0	-3.8009999999999997	5.515000000000001	0	0.06359100341796875	0	-0.17596721649169922	negative	0	0	1	-1	-2.724	negative	0	0	3.4450000000000003	0	0	2
Oh no! @Apple watch out! @Motorola released another &quot;iPhone Killer&quot;.... Hahahahaha! @Motorola = #wannabe	0	positive	0	0	0	0	1	0	-3.702	2.102	0	0.4130859375	0	-0.12738418579101562	neutral	0	0	0	-2	-0.5569999999999999	positive	0	0	1.593	0	1	3
@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone	1	neutral	0	0	0	0	1	0	-6.168999999999999	2.4170000000000003	0	0.08453428745269775	0	-0.4994192123413086	negative	0	0	3	-1	-6.6899999999999995	neutral	0	1	5.02	1	0	1
Come to the dark side â€œ@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.â€	0	positive	2	2	2	1	0	1	-4.805999999999999	4.625	0	0.5065021514892578	0	-0.330230712890625	positive	1	0	0	-1	-2.665	positive	0	0	2.582	0	0	2
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO	0	positive	1	0	0	0	0	0	-7.053999999999999	1.6390000000000002	0	0.3916015625	0	-1.1875	neutral	0	0	1	-1	-7.497000000000001	negative	0	0	1.5750000000000002	0	0	3
RT @HaendelBalzora: dear @apple please invent &quot;FaceTime Voicemails.&quot; sincerely haendel balzora jr. #apple	0	positive	3	0	0	1	0	5	-4.198	0.9710000000000001	0	0.5859375	0	-0.1875	neutral	0	0	1	-1	-0.33	neutral	0	0	1.28	0	0	2
@HaendelBalzora @apple #gamechanger	0	neutral	0	0	0	0	0	0	-1.313	0.0	0	0.0	0	0.0	neutral	0	0	0	-1	0.0	positive	0	0	0.0	0	0	1
Hey @apple if you send me a free iPhone (any version will do) I will publicly and ceremoniously burn my #BlackBerry.	0	positive	3	1	1	1	0	1	-6.068999999999999	5.087	0	0.510340690612793	0	-0.24996566772460938	positive	0	0	0	-1	-3.328	positive	0	0	1.906	0	0	2
